Word 		 frequency
farthing			2
farthingale			1
fasces			1
fascinated			2
fashion			11
fashionables			1
fashioned			5
fashions			2
fast			45
fasten			5
fastened			11
fastening			3
fasteningat			1
fastenings			1
faster			4
fastfish			15
fastfishan			1
fastidious			2
fasting			4
fastline			1
fastwho			1
fat			11
fata			1
fatal			17
fatalistic			1
fatalists			1
fatalities			1
fatality			7
fatally			2
fatcutter			1
fate			16
fated			1
fates			5
fatesremained			1
father			20
fatherchiefly			1
fatherless			1
fathers			10
fathomdeep			2
fathomless			1
fathoms			13
fatkettles			1
fatness			1
fattening			1
fattest			1
fault			3
faulty			1
favour			3
favourable			1
favoured			1
favourite			4
favourites			1
fawned			1
fear			32
feared			2
fearful			12
fearfully			2
fearfulness			3
fearing			1
fearless			8
fearlessly			2
fearlessness			2
fears			6
feast			6
feasted			1
feastest			1
feasting			1
feasts			1
feastsgrace			1
feat			6
feather			3
feathering			1
feathers			3
feathery			1
feats			1
feature			5
featured			1
features			11
featuring			1
februarys			1
fed			4
fedallah			25
fedallahs			2
federal			2
federated			1
fee			8
feeble			2
feebler			1
feebly			1
feed			2
feeding			7
feedingground			1
feedinggrounds			2
feedoh			1
feeds			4
feegee			1
feegeeans			1
feegees			1
feel			56
feelest			1
feeling			27
feelingly			2
feelings			5
feelingslikewise			1
feels			16
fees			4
feet			123
feetthe			1
feigned			1
feints			1
fejee			3
felicities			1
felicity			2
feline			1
fell			35
felled			1
fellow			39
fellowcreatures			1
fellowcritters			5
fellowmen			1
fellows			16
fellowsha			1
felonious			1
felt			41
female			2
females			2
feminam			1
feminine			2
fence			1
fenced			1
fencers			1
fencing			1
ferdinando			1
fernandes			1
ferns			1
ferocious			2
ferociousness			1
ferocity			4
ferreting			1
ferrule			2
ferryboat			2
fertilely			1
fertility			1
ferule			2
fervent			1
festival			1
festivities			1
festoon			2
festooned			1
festooning			1
festoons			1
fetch			11
fetched			1
fetches			1
fetching			4
fetid			1
fetor			1
fettered			1
feud			1
fever			4
feverish			1
feverishly			1
fevers			2
few			93
fewer			1
fewthe			1
fibres			6
fibrous			1
ficklenessand			1
fictitious			1
fictitiously			1
fiddlebows			1
fiddleheaded			1
fiddlers			1
fidelities			1
fidelity			4
field			11
fields			7
fiend			7
fiendish			1
fiends			6
fierce			9
fiercefanged			1
fiercely			6
fiercer			1
fiery			23
fifteen			10
fifth			7
fifties			1
fiftieth			2
fifty			31
fight			18
fighting			5
fights			3
figuera			1
figure			17
figured			3
figurehead			2
figures			7
filaments			1
file			6
filed			3
filefish			1
files			4
filial			1
filing			1
fill			15
filled			22
filling			5
filliping			1
fin			22
final			29
finally			26
financial			1
finback			6
finbacks			3
finbackunder			1
finbone			1
find			53
finding			8
finds			9
fine			57
finelooking			1
finer			1
finest			6
finetough			1
finger			10
fingerglass			1
fingers			13
fingerthink			1
finical			1
finish			2
finished			5
finite			1
finny			1
fins			11
fire			60
fireboard			4
firebut			1
fired			2
fireengines			1
fireflies			2
fireplace			3
fireplaces			1
fires			4
fireship			1
fireside			4
firewaters			1
firewoodlucifer			1
firkins			1
firm			14
firma			1
firmament			3
firmaments			1
firmer			1
firmest			1
firmly			12
firmness			3
firmseated			1
first			229
fish			99
fishaloft			1
fishbones			1
fishdocuments			1
fishe			2
fished			1
fisheries			3
fisheriesa			1
fisherman			6
fishermen			24
fishermens			3
fishers			2
fishersrightwhale			1
fishery			59
fisherythe			1
fishes			2
fishi			1
fishiest			1
fishing			1
fishingground			1
fishlike			1
fishs			4
fishspears			2
fishthe			1
fishy			4
fissure			2
fissures			1
fist			2
fists			1
fit			15
fitful			2
fitfully			1
fitly			2
fitness			2
fits			6
fitsthats			1
fitted			12
fitting			1
fittings			1
fitz			1
five			37
fivethere			1
fix			2
fixed			36
fixedly			4
fixes			1
fixing			1
fixture			1
flag			15
flagon			1
flagship			1
flagstaff			1
flagstone			1
flailed			1
flailing			1
flailings			1
flakes			2
flaky			1
flambeaux			1
flame			17
flames			16
flaming			5
flank			13
flanked			1
flanking			1
flanks			7
flannel			1
flap			2
flapped			1
flash			8
flashed			3
flashes			5
flashing			5
flashings			1
flask			95
flaskgoodbye			1
flaskpointing			1
flasks			9
flaskwas			1
flaskwho			1
flaskyou			1
flat			7
flatfaced			1
flatly			1
flattening			1
flatter			1
flattering			2
flavor			4
flavorish			1
flaw			1
flaxen			1
flaxenhaired			1
flea			1
fleasuch			1
fled			6
flee			5
fleece			12
fleeces			1
fleecy			2
fleet			7
fleeting			2
fleetness			3
fleets			3
flensing			1
flesh			22
fleshclear			1
fleshy			2
flew			23
flexibility			1
flexible			3
flexion			1
flexions			1
flickering			1
flies			3
fliesthe			1
flight			9
flights			3
fling			4
flingers			1
flinging			7
flint			2
flints			1
flinty			1
flip			7
flipped			1
flirted			2
flitted			1
flitting			6
float			9
floated			16
floatedand			1
floatedtomorrow			1
floating			24
floats			11
flock			1
floes			1
flog			2
flogged			2
flogging			2
flood			9
floodand			1
flooded			3
floodgates			2
floods			1
floodtide			2
floor			19
floors			1
floorscrewed			1
floundered			1
floundering			3
flounders			1
flour			1
flourish			3
flourished			3
flourishin			1
flourishing			1
flourishings			1
flouts			1
flow			6
flowed			4
flower			1
flowered			1
flowering			1
flowermarket			1
flowers			4
flowery			3
flowing			2
flows			4
flues			1
fluid			8
fluke			2
flukechains			4
flukelook			1
flukes			36
flukesits			1
fluking			1
flume			1
flung			9
flurry			3
flush			1
flushed			1
fluttering			3
flutterings			1
fly			12
flyin			1
flying			27
flyingfish			3
foal			1
foaled			1
foam			14
foamflakes			1
foamfountain			1
foamglued			1
foamin			1
foaming			3
foamingly			1
foamthe			1
foamy			1
fobbing			2
focus			1
foe			14
foes			6
foetal			1
fog			1
foggy			1
fogin			1
fogo			1
fogs			1
fogyea			1
foible			1
foibles			1
foiled			2
fold			2
folded			8
folder			1
folding			2
folds			6
folger			1
folgers			1
folio			16
folios			2
folks			3
follow			21
followed			26
following			27
follows			4
folly			2
fond			6
fondly			1
food			14
fool			14
foolfoolold			1
fooling			1
foolish			17
foolishly			2
fools			3
foot			29
footboard			1
footed			2
footfall			1
foothold			1
footman			1
footmanism			1
footpads			1
footpath			2
footprints			1
footprintsthe			1
footstep			1
for			1599
forbade			5
forbear			3
forbearance			3
forbearing			1
forbidbut			1
forbidden			1
forbidding			2
forbids			1
forborne			1
force			12
forced			17
forces			3
forcibly			3
fore			15
foreannounced			1
foreboding			3
forebodings			2
forecast			1
forecastle			38
forecastlefind			1
forecastles			1
forefinger			1
foregoing			2
foregone			1
foreground			1
forehead			34
foreheada			1
foreheads			5
foreign			8
foreknew			1
foremast			6
foremasthand			1
foremasthead			3
foremastmen			1
foremost			9
forenoon			3
foreordaining			1
forerunning			1
foresail			1
foreseeing			2
foreseen			1
foreshadowing			2
foreshortened			1
forests			5
foretell			1
forethrown			1
foretop			1
forewarned			1
forewarnings			1
forge			11
forged			6
forger			1
forges			2
forget			11
forgetfulness			1
forgets			1
forgetting			1
forging			3
forgive			1
forgot			3
forgotten			9
fork			3
forked			6
forking			1
forks			3
forlorn			2
forlornlooking			1
forlornly			1
forlornness			1
form			46
formal			2
formally			1
format			4
formation			3
formations			3
formats			2
formed			21
former			19
formerly			1
formidable			1
forming			14
formless			2
formosa			1
forms			13
fornication			1
forsake			1
forsaken			1
forswearing			1
forswears			1
fort			1
forth			58
forthbecause			1
forthe			1
forththe			1
forthwith			4
fortifications			1
fortitude			5
fortress			2
fortresses			2
forts			1
fortunately			1
fortuneand			1
fortunes			4
forty			21
fortybarrelbull			1
fortybarrelbullpoor			1
fortybarrelbulls			1
fortyeight			1
fortyfortyforty			1
fortytwo			1
forward			49
forwardflowing			1
forwards			5
forwardslanting			1
fossil			4
fossiliferous			2
fossils			3
fosterbrothers			1
fought			4
foul			10
foulness			1
found			116
foundation			25
foundations			7
founded			4
founder			2
foundering			3
foundling			1
foundlings			1
fountain			8
fountains			4
four			65
fourandtwenty			1
fourteen			1
fourth			12
fourthofjuly			1
fourths			1
fowl			9
fowls			9
fowlsthough			1
fragmentary			2
fragments			3
fragrance			1
fragrant			6
frail			1
frame			3
frames			1
framework			2
france			5
frank			1
frankfort			1
frankincense			1
franklin			1
frankly			3
frantic			15
fraternity			2
fray			1
frayed			1
freckled			1
freckles			1
frederick			4
free			31
freeandeasy			1
freebooters			1
freebooting			1
freed			2
freedom			2
freely			16
freemason			1
freer			2
freewill			1
freeze			1
freezing			2
freight			1
freighted			4
french			21
frenchman			5
frenchmans			2
frenchmen			1
frenzied			1
frenzies			1
frenzy			1
frequency			1
frequent			3
frequented			5
frequently			12
fresh			28
freshened			1
freshening			1
fresher			1
freshet			1
freshetrushing			1
freshets			2
freshly			2
freshness			1
freshwater			2
friar			2
friction			1
friend			25
friendliness			1
friendly			4
friends			16
friendship			2
friesland			2
frigate			3
frigates			5
fright			7
frighted			3
frighten			2
frightened			6
frightens			2
frightful			3
frights			1
frigid			3
fringed			1
fringing			1
frisky			1
fritters			3
fro			16
frobisher			1
frock			3
frockahab			1
frocks			2
frogs			1
froissart			1
frolic			2
from			1086
front			24
frontier			1
frontiers			1
fronting			1
frontispiece			1
fronts			3
frost			7
frosted			2
frosts			2
frosty			4
frothed			1
frowned			1
froze			1
frozen			9
frugal			1
fruit			3
fruition			1
fruits			1
frustrate			1
fry			2
fshaped			1
fuddled			1
fuel			4
fugitive			5
fulfiller			1
fulfilment			1
full			124
fuller			2
fullers			1
fullest			4
fullforced			1
fullfreighted			2
fullgrown			5
fulllengths			1
fullnot			1
fullrigged			1
fully			16
fumbled			1
fumbling			3
fumes			1
fun			6
function			1
functionary			1
functions			2
fundamental			1
fundamentals			1
funeral			5
funereal			1
funereally			1
fungi			1
funny			7
fur			1
furious			6
furiously			6
furl			1
furled			2
furlongs			3
furls			1
furnace			3
furnaces			2
furnish			9
furnished			16
furnishes			3
furnishing			4
furniture			5
furred			1
furrow			1
furs			1
further			62
furthermore			7
furthest			5
fury			9
fusee			1
fuss			2
future			18
futures			1
gabled			1
gableend			1
gableended			2
gableroofed			1
gabriel			18
gabriels			1
gaff			2
gaffman			1
gaffs			1
gag			2
gagged			1
gaily			1
gailyribboned			1
gain			13
gained			14
gaining			10
gains			1
gainsaid			2
gainst			2
gait			2
gale			25
galeher			1
galeits			1
gales			3
gall			2
gallant			5
gallantly			1
gallantmast			1
gallantry			2
galleries			1
gallery			3
galley			1
gallied			3
galliot			1
galliots			1
galliottoed			1
gallipagos			2
gallon			2
gallons			4
gallop			1
gallopingly			1
gallows			5
galls			1
gam			7
gamboge			1
gambol			1
game			19
gamehere			1
gamemind			1
gamesome			5
gamesomeness			2
gametake			1
gamming			2
gamy			3
ganders			1
gang			1
ganges			1
gangs			2
gangway			4
gap			1
gape			1
gaped			1
gapedopenmouthed			1
gaping			2
garden			4
gardenchairs			1
gardening			1
gardenny			1
gardens			3
gardiner			2
garments			1
garnery			4
garnished			2
garrison			1
garterknights			1
garters			1
gaseous			1
gases			2
gash			3
gashed			1
gasp			3
gasped			1
gasping			4
gaspings			1
gaspipe			2
gasps			2
gastric			1
gate			4
gateway			1
gather			3
gathered			7
gathering			3
gathers			2
gaudiest			1
gaunt			5
gauntleted			1
gave			38
gay			13
gayer			1
gayhead			4
gayheader			3
gayheaders			2
gaze			17
gazed			10
gazer			1
gazes			1
gazettes			1
gazing			22
gbnewbypglaforg			1
geese			1
gem			1
gemini			2
genealogies			2
genealogy			1
genera			1
general			70
generalizing			1
generally			29
generated			1
generations			7
generic			4
generous			5
generously			1
genesis			1
geneva			1
genial			4
genially			1
genius			3
geniuses			1
genteel			1
genteelly			1
gentle			7
gentleman			18
gentlemanlike			3
gentlemanly			2
gentlemans			1
gentlemen			36
gentlementhat			1
gentlemenvery			1
gentleness			1
gentler			1
gently			10
genuine			3
genuineness			1
genus			1
geographical			1
geological			5
geologist			1
geometrical			1
geometry			1
george			7
georges			3
germain			1
german			13
germans			5
germs			1
gesner			1
gestation			1
gesticulated			1
gesture			1
gestures			4
get			95
gets			4
gettee			1
gettest			2
getting			26
ghastliness			1
ghastly			5
ghent			1
ghost			12
ghostdevil			1
ghostliness			2
ghostly			3
ghosts			7
giant			1
giants			3
gibbering			1
gibberish			2
gibraltar			2
giddily			1
giddy			1
gift			2
gifta			1
gifted			3
gifts			1
gigantic			20
gilded			3
gilder			1
gill			1
gills			3
gilt			1
gin			4
ginger			12
gingercakes			1
gingerjub			1
gingerjubso			1
gingerly			1
gingerwhat			1
giraffe			1
girdle			3
girdled			3
girdling			2
girds			1
girl			4
girlish			1
girls			8
girlsthe			1
girlthere			1
girlwife			1
girth			6
give			84
given			37
giver			1
gives			18
giving			27
gizzard			1
glacier			2
glaciers			1
glad			11
glades			3
gladhearted			1
gladly			4
gladness			3
glance			28
glanced			6
glances			7
glancing			12
glare			3
glared			4
glaring			2
glarings			1
glass			15
glasses			5
glassestap			1
glassthe			1
glassy			4
glazier			1
gleam			1
gleamed			4
gleaming			1
gleamings			1
gleams			4
glee			1
gleig			1
glen			3
glens			2
glide			2
glided			14
glides			2
glidest			1
gliding			14
glim			1
glimmer			2
glimmering			1
glimpse			10
glimpses			5
glistened			3
glistening			7
glittered			1
glittering			8
glitteringly			1
glitters			1
gloating			1
globe			19
globular			4
globules			2
gloom			11
gloomhemp			1
gloomiest			1
gloomily			2
gloomilythan			1
gloomy			4
gloomyjolly			1
glories			4
glorified			1
glorious			4
glory			18
glorying			1
gloss			1
glossy			3
gloves			1
glow			3
glowed			1
glowing			4
glows			1
glue			2
glued			3
gluepots			1
glutinous			1
gnarled			2
gnaw			1
gnawed			2
gnawing			1
gnomonlike			1
go			183
goa			1
goaded			1
goadings			1
goal			2
goall			1
goals			1
goat			2
goatlike			2
goats			1
goavast			1
gobbles			1
gobern			2
goberned			1
goblet			1
goblets			4
gocut			1
god			115
godadvancing			1
godand			1
godbullied			1
godcrack			1
goddamcried			1
goddesss			1
godfugitive			1
godhead			1
godlike			2
godly			2
godlylooking			1
godnever			1
godomnipresent			1
gods			40
godso			1
godthat			1
godto			1
goes			53
goest			2
goethe			1
goggling			1
goin			5
going			85
golconda			1
gold			34
goldbeaten			1
goldbeaters			1
golden			20
goldenhaired			1
goldenhued			1
goldfish			1
goldholding			1
goldhunters			1
goldsmiths			1
gomorrah			3
gone			52
goneall			1
gonegone			1
gonenot			1
goney			5
good			195
goodbye			8
goodhearted			1
goodhelp			1
goodhumor			1
goodhumored			1
goodhumoredly			2
goodly			2
goodnatured			3
goodness			5
goods			1
goodwill			1
goodwin			1
goose			1
gor			3
gore			3
gored			1
gores			1
gorge			3
gorgeous			4
gorges			2
goring			1
gorings			1
gospel			1
got			46
gothats			1
gothic			3
gouge			2
gouged			1
gourmand			2
gout			1
gouty			1
govern			1
governed			1
government			1
governor			4
governorand			1
gown			1
gowns			1
grab			1
grace			7
graceful			4
graces			1
gracious			5
gradations			1
graded			1
gradual			2
gradually			10
graduates			1
grain			3
grains			1
grammar			1
grampus			3
grampuss			1
grampusthough			1
grand			52
grandest			1
